user_id,name,surname,email,birth_date,nationality,marital_status,sex,height,weight,phone,country,city,state,zip_code,latitude,longitude,job_title,salary,salary_currency,employment_status,company_name,company_size,years_experience,job_satisfaction,work_from_home_days,commute_time_minutes,vacation_days,start_date,education_level,field_of_study,university,graduation_year,student_debt,gpa,blood_type,has_insurance,is_smoker,last_medical_check,bmi,bmi_category,weekly_exercise_hours,alcohol_consumption,diet_type,sleep_hours,chronic_conditions,allergies,number_of_children,dependents,living_with_parents,household_size,spouse_employed,annual_household_income,credit_score,housing_cost,food_expenses,transportation_cost,debt_amount,savings,investment_portfolio_value,monthly_disposable_income,has_mortgage
513,Guadalupe,Candelaria,guadalupe.candelaria7@outlook.com,2002-10-15,Dominican Republic,Widowed,Male,166,84,+1 809 963 5805,Dominican Republic,Bella Vista,Bella Vista,10111,18.45,-69.9333,Designer,2640.0,USD,Full-time,Smart Design,Small (1-50),0,Unsatisfied,3,87,21,2026-07-10,Bachelor,Design,Stanford,2025.0,11935.18,3.67,AB-,Yes,No,2025-09-26,30.5,Obese,0,Low,Omnivore,7.0,None,None,0,0,No,1,Not Married,30368.2,624,753.84,319.82,286.94,4045.17,13122.12,27677.97,1279.4,No
514,Julio César,Puente,julio césar.puente5@gmail.com,1969-10-24,United States,Married,Male,194,63,+1 511-422-4345,United States,Fairbanks,Alaska,99706,64.8521,-147.9377,Farmer,4334.0,USD,Freelance,Syngenta Group,Enterprise (5000+),38,Neutral,1,84,34,1988-07-19,No degree,,,,0.0,,AB+,Yes,No,2026-04-13,16.7,Underweight,10,Moderate,Omnivore,8.2,Arthritis,None,0,0,No,2,Yes,108927.33,850,1390.2,682.83,237.55,0.0,21423.38,61970.07,2023.42,No
515,Kareem,Roy,kareem.roy19@yahoo.com,2002-10-25,Sweden,Widowed,Male,179,100,+46 70 174 381,Sweden,Stockholm-Arlanda,Stockholm,190 90,59.6352,17.9125,Doctor,5600.0,USD,Contract,Mayo Clinic,Enterprise (5000+),0,Very Satisfied,4,13,15,2026-07-10,PhD,Medicine,Yale,2031.0,50332.03,3.4,AB-,No,No,2024-09-16,31.2,Obese,4,High,Omnivore,6.3,Hypertension,None,0,0,No,1,Not Married,67182.58,649,1794.8,577.61,479.42,4081.25,13055.24,34833.39,2748.17,Yes
516,Maurita,Schroeder,maurita.schroeder81@yahoo.com,1965-10-24,United Kingdom,Separated,Female,161,92,+44 7754 303 823,United Kingdom,East Cowick,England,CN0 5QA,53.7125,-0.8909,Scientist,11484.0,USD,Part-time,Biogen,Large (501-5000),31,Satisfied,0,29,33,1995-07-18,PhD,Science,Yale,1994.0,37119.01,3.84,A-,Yes,No,2026-02-18,35.5,Obese,4,Moderate,Keto,6.4,None,None,0,0,No,2,Yes,276484.85,750,4581.47,1511.54,1124.14,9829.51,21620.77,48109.92,4266.85,Yes
517,Liliana,Téllez,liliana.téllez3@yahoo.com,1996-01-10,Uruguay,Separated,Male,165,59,+598 9270 8062,Uruguay,Pinamar,Canelones,15100,-34.7869,-55.8588,Chef,2498.0,USD,Full-time,McDonald's,Enterprise (5000+),11,Very Unsatisfied,1,46,26,2015-07-13,No degree,,,,0.0,,AB-,Yes,No,2025-12-08,21.7,Normal,11,High,Vegetarian,8.6,None,None,1,1,No,3,Yes,64510.03,718,1107.57,343.38,266.63,687.15,3289.03,5931.36,780.42,Yes
518,Raimunda,Lopez,raimunda.lopez51@outlook.com,2001-04-16,Malta,Single,Female,189,79,+356 7977 4614,Malta,Żurrieq,Iż-Żurrieq,ZRQ,35.8222,14.4833,Doctor,5600.0,USD,Full-time,Johns Hopkins Hospital,Large (501-5000),0,Very Satisfied,5,33,19,2026-07-10,PhD,Medicine,Princeton,2029.0,29827.11,3.42,B+,Yes,No,2025-05-12,22.1,Normal,5,None,Keto,8.7,None,None,0,0,No,1,Not Married,70654.76,638,1944.04,858.57,502.79,9689.77,9589.01,7505.27,2294.6,No
519,Roman,Guerrero,roman.guerrero60@gmail.com,1978-04-19,India,Married,Male,193,70,+91 95612 87009,India,Navagram,Andaman & Nicobar Islands,744202,13.211,92.9389,Scientist,9160.0,USD,Full-time,Roche,Enterprise (5000+),16,Satisfied,0,63,32,2010-07-14,PhD,Science,Yale,2006.0,56944.92,3.51,O-,Yes,No,2025-08-07,18.8,Normal,6,Low,Mediterranean,8.8,None,None,4,4,No,6,Yes,222739.99,755,3681.06,1445.2,1026.17,7722.2,30338.39,31944.26,3007.56,Yes
520,Fatima,Suarez,fatima.suarez22@yahoo.com,1971-09-21,Malta,Single,Female,175,98,+356 7882 5993,Malta,Għarb,L-Għarb,GRB,36.0681,14.2014,Farmer,4016.0,USD,Full-time,Rijk Zwaan,Medium (51-500),36,Neutral,0,64,34,1990-07-19,High School,,Private High School,1990.0,0.0,3.74,A+,Yes,No,2025-11-28,32.0,Obese,3,Low,Omnivore,6.9,Hypertension,None,0,0,No,1,Not Married,43531.62,850,1101.68,638.22,252.05,0.0,20385.26,43853.82,2024.06,Yes
521,Laverna,Blankenship,laverna.blankenship19@yahoo.com,1990-01-22,Thailand,Single,Female,150,99,+66 85 712 647,Thailand,Muang Nonthaburi,Nonthaburi,11000,13.89,100.4333,Doctor,6400.0,USD,Full-time,Cleveland Clinic Florida,Medium (51-500),5,Satisfied,0,22,18,2021-07-11,PhD,Medicine,Imperial College,2018.0,43514.28,3.96,O-,No,Yes,2025-11-18,44.0,Obese,0,High,Omnivore,7.9,"Hypertension, Asthma",None,1,1,No,2,Not Married,78427.42,531,1532.67,1054.42,459.08,16621.44,38803.74,48383.84,3353.83,Yes
522,Aaron,Pierron,aaron.pierron2@yahoo.com,2005-11-20,France,Widowed,Male,159,61,+33 6 40 61 16 60,France,Paris 06,Île-de-France,75006,48.8493,2.33,Chef,1200.0,USD,Full-time,Alinea Group,Medium (51-500),0,Very Unsatisfied,3,97,16,2026-07-10,No degree,,,,0.0,,O-,Yes,No,2025-10-30,24.1,Normal,6,High,Omnivore,7.8,None,None,0,0,Yes,3,Not Married,14773.04,597,349.21,138.05,110.05,157.6,5113.46,15255.59,602.68,No
523,Lonnie,Wood,lonnie.wood45@gmail.com,1971-12-14,India,Divorced,Male,170,63,+91 88438 92945,India,Ograbanj,Andaman & Nicobar Islands,744103,11.7167,92.6167,Architect,6952.0,USD,Full-time,Mecanoo,Medium (51-500),26,Neutral,0,115,31,2000-07-16,Master,Architecture,Cambridge,1996.0,27684.82,3.23,AB+,No,No,2026-05-28,21.8,Normal,3,None,Pescatarian,8.7,None,None,0,0,No,1,Not Married,75121.05,655,2359.83,1156.75,366.33,8663.9,36546.51,50763.37,3069.09,Yes
524,Irmgard,Orr,irmgard.orr79@gmail.com,1972-04-25,Germany,Divorced,Female,166,70,+49 156 602 3106,Germany,Allianz Lebensversicherungs-AG,Baden-Württemberg,70151,48.7708,9.1681,Architect,6662.0,USD,Full-time,BIG - Bjarke Ingels Group,Small (1-50),25,Satisfied,1,73,31,2001-07-16,Master,Architecture,Oxford,1996.0,41108.47,2.96,O-,Yes,Yes,2025-12-02,25.4,Overweight,8,Low,Vegetarian,8.4,None,None,1,1,No,2,Not Married,82270.7,689,2043.9,1195.49,613.91,3949.54,22829.57,64084.93,2808.7,Yes
525,Julieta,Sanz,julieta.sanz13@outlook.com,1989-11-30,Spain,Widowed,Female,182,95,+34 657 568 434,Spain,Huebro,Andalucia,04119,36.9868,-2.2228,Farmer,3032.0,USD,Full-time,Finca Moncloa,Small (1-50),15,Satisfied,2,35,28,2011-07-14,High School,,Private High School,2008.0,0.0,2.52,B+,Yes,No,2025-07-28,28.7,Overweight,1,High,Keto,8.1,None,None,4,4,No,5,Not Married,37758.47,713,895.11,521.26,284.93,3219.64,6113.3,10679.61,1330.7,No
526,Rodrigo,Izquierdo,rodrigo.izquierdo28@gmail.com,1984-03-21,Algeria,Married,Male,157,97,+213 577 21 94 48,Algeria,Aougrout,Adrar,01012,28.7029,0.3352,Scientist,7694.0,USD,Full-time,Amgen,Large (501-5000),9,Very Satisfied,5,1,29,2017-07-12,PhD,Science,University of Chicago,2012.0,52888.27,3.79,B+,Yes,No,2026-02-25,39.4,Obese,1,None,Omnivore,6.0,None,None,1,1,No,3,Yes,175376.47,628,3042.13,1148.9,619.09,9247.0,14448.75,19490.41,2883.88,Yes
527,Robbyn,Sosa,robbyn.sosa5@gmail.com,1993-02-28,Russia,Single,Female,151,115,+7 962 821-85-51,Russia,Яблоновский 1,Адыгея Республика,385141,44.9856,38.9431,Artist,2574.0,USD,Full-time,Walt Disney Studios,Enterprise (5000+),10,Unsatisfied,0,12,26,2016-07-12,High School,Arts,Technical High School,2011.0,0.0,2.35,O+,Yes,Yes,2025-11-01,50.4,Obese,1,Moderate,Omnivore,6.4,"Hypertension, Diabetes",Dust,0,0,No,1,Not Married,28704.74,585,825.87,271.02,129.91,5243.31,12651.84,9107.84,1347.2,No
528,Alexander,Hidalgo,alexander.hidalgo56@gmail.com,1973-01-04,South Africa,Separated,Male,194,95,+27 66 738 5137,South Africa,Pretoria,Pretoria,0056,-25.7069,28.2294,Farmer,4006.0,USD,Part-time,Cargill,Enterprise (5000+),32,Satisfied,1,25,33,1994-07-18,No degree,,,,0.0,,AB-,Yes,No,2025-10-28,25.2,Overweight,1,Moderate,Keto,7.7,None,None,2,2,No,4,Yes,86669.49,717,1520.06,475.61,446.55,1958.1,14398.11,36074.5,1563.78,Yes
529,Rachell,Haney,rachell.haney33@yahoo.com,2004-09-20,Singapore,Married,Female,172,56,+65 97574 1680,Singapore,Telok Ayer Street,Telok Ayer Street,048473,1.2827,103.8486,Architect,3640.0,USD,Full-time,BIG - Bjarke Ingels Group,Small (1-50),0,Satisfied,2,20,18,2026-07-10,Master,Architecture,ETH Zurich,2029.0,35314.04,3.71,AB+,Yes,No,2025-04-04,18.9,Normal,10,Low,Pescatarian,7.3,None,None,0,0,Yes,4,No,40643.37,489,1229.9,589.39,229.36,4600.43,18676.8,41982.69,1591.34,No
530,Antonia,Roman,antonia.roman29@outlook.com,1986-02-11,Malta,Divorced,Female,194,96,+356 7841 8383,Malta,Nadur,In-Nadur,NDR,36.0486,14.2944,Designer,4446.0,USD,Full-time,BMW Group Design,Large (501-5000),19,Neutral,1,89,32,2007-07-15,Technical,Design,Community College,2006.0,0.0,,O+,No,No,2025-12-27,25.5,Overweight,8,None,Omnivore,7.2,None,None,2,2,No,3,Not Married,50401.75,732,1753.38,732.0,269.53,1113.86,19769.03,17629.41,1691.09,Yes
531,Dario,Silva,dario.silva27@yahoo.com,2002-08-24,New Zealand,Single,Male,184,59,+64 21 885 242,New Zealand,Te Atatu Peninsula,Auckland,0661,-36.841,174.6522,Developer,3233.0,USD,Contract,Amazon,Enterprise (5000+),1,Satisfied,5,52,18,2025-07-10,Bachelor,Computer Science,UNAM,2025.0,9975.97,3.67,A+,Yes,No,2024-10-21,17.4,Underweight,10,High,Omnivore,9.0,None,None,1,1,No,2,Not Married,41634.41,604,898.63,335.46,371.46,3969.14,16426.26,16333.5,1627.45,No
532,Ascenso,Malini,ascenso.malini47@outlook.com,1998-11-01,Brazil,Divorced,Male,195,119,+55 97 96227-3826,Brazil,Jacaré dos Homens,Alagoas ,57430-000,-9.6728,-37.2228,Farmer,1738.0,USD,Full-time,Bayer Crop Science,Enterprise (5000+),4,Very Unsatisfied,1,76,16,2022-07-11,High School,,Private High School,2017.0,0.0,2.2,A-,Yes,Yes,2025-10-09,31.3,Obese,4,High,Omnivore,5.6,None,"Pollen, Medication",2,2,No,3,Not Married,20549.61,632,365.53,222.31,92.08,1646.96,6331.36,10568.74,1058.08,No
533,Barabara,Mills,barabara.mills41@gmail.com,2001-08-02,Ukraine,Single,Female,156,115,+380 90 478 5101,Ukraine,Малий Ржавець,Cherkaska,19033,49.9049,30.9666,Teacher,2420.0,USD,Full-time,Pearson,Enterprise (5000+),0,Unsatisfied,5,104,16,2026-07-10,Bachelor,Education,Harvard,2024.0,12324.11,3.19,O-,Yes,No,2024-11-01,47.3,Obese,3,Moderate,Keto,5.5,None,None,1,1,No,2,Not Married,29240.57,624,728.17,297.94,273.85,4641.86,7920.23,6694.33,1120.05,No
534,Jerrold,Lewis,jerrold.lewis39@yahoo.com,1984-11-13,Canada,Widowed,Male,178,51,+1 753-535-6598,Canada,Red Deer Central,Alberta,R9X 1A6,52.2316,-113.8358,Artist,3834.0,USD,Full-time,Universal Pictures,Enterprise (5000+),20,Very Satisfied,5,15,32,2006-07-15,High School,Arts,Local High School,2003.0,0.0,3.51,B+,Yes,Yes,2025-09-23,16.1,Underweight,6,None,Omnivore,7.2,None,None,2,2,No,3,Not Married,46013.94,776,1009.12,687.62,277.4,178.33,13998.41,32895.17,1859.86,No
535,Gorka,Martin,gorka.martin68@gmail.com,1996-11-18,Argentina,Widowed,Male,151,91,+54 9 11 8203-1210,Argentina,TUNAL,Salta,J4193NMZ,-25.4167,-65.5833,Architect,3988.0,USD,Full-time,Mecanoo,Medium (51-500),2,Satisfied,4,90,16,2024-07-10,Master,Architecture,Oxford,2021.0,25132.63,3.14,O-,Yes,No,2025-12-16,39.9,Obese,3,Moderate,Omnivore,6.5,None,None,0,0,No,1,Not Married,48595.84,648,1423.63,468.54,428.81,2772.39,7343.1,12061.09,1667.01,Yes
536,Shenika,Glenn,shenika.glenn78@outlook.com,1972-09-24,India,Single,Female,174,113,+91 83564 15713,India,Swarajgram,Andaman & Nicobar Islands,744202,13.211,92.9389,Designer,6301.0,USD,Full-time,Frog Design,Medium (51-500),27,Satisfied,0,2,31,1999-07-17,Bachelor,Design,USP,1995.0,2776.06,3.53,O+,Yes,Yes,2025-12-04,37.3,Obese,4,None,Omnivore,6.2,"Hypertension, Diabetes",None,0,0,No,1,Not Married,78399.44,739,1308.18,1108.17,617.79,2407.87,32309.2,86823.3,3266.87,No
537,Trinidad,Polanco,trinidad.polanco90@outlook.com,2005-05-23,United States,Single,Female,156,93,+1 434-746-2488,United States,Adak,Alaska,99546,51.874,-176.634,Chef,1414.0,USD,Full-time,Yum! Brands,Enterprise (5000+),2,Very Unsatisfied,1,72,20,2024-07-10,No degree,,,,0.0,,A-,Yes,No,2025-02-28,38.2,Obese,1,Low,Omnivore,7.8,Hypertension,None,0,0,Yes,3,Not Married,16686.52,552,465.41,251.07,143.18,309.44,3629.88,7900.46,554.34,No
538,Mario,Calderón,mario.calderón79@outlook.com,1992-05-08,Mexico,Single,Female,164,70,+52 421 2687 5108,Mexico,Las Misiones,Aguascalientes,20118,21.7458,-102.3303,Artist,3060.0,USD,Contract,Laika Studios,Small (1-50),15,Satisfied,3,12,23,2011-07-14,High School,Arts,Technical High School,2010.0,0.0,3.68,O-,Yes,No,2026-01-08,26.0,Overweight,5,None,Mediterranean,7.2,None,None,0,0,No,1,Not Married,33637.6,573,622.54,351.0,353.97,502.52,14573.84,9836.99,1732.5,No
539,Meagens,Ramos,meagens.ramos24@gmail.com,1970-01-10,Algeria,Married,Female,169,99,+213 618 78 95 68,Algeria,Adrar Sidi Med Belekbir,Adrar,01002,28.07,0.1158,Artist,4803.0,USD,Full-time,Cartoon Saloon,Small (1-50),37,Very Satisfied,2,31,33,1989-07-19,High School,Arts,Local High School,1988.0,0.0,3.3,B-,Yes,No,2026-01-21,34.7,Obese,4,Moderate,Omnivore,5.8,"Hypertension, Arthritis",Pollen,2,2,No,4,Yes,99492.62,850,1514.53,765.3,350.8,0.0,23201.06,56793.75,2172.37,Yes
540,Karysa,Medico,karysa.medico66@gmail.com,1986-04-26,Italy,Married,Female,165,118,+39 316 711 8119,Italy,Frattura,Abruzzi,67038,41.9305,13.8708,Scientist,7876.0,USD,Full-time,Institute for Bioengineering of Catalonia,Small (1-50),11,Satisfied,2,94,22,2015-07-13,PhD,Science,Imperial College,2014.0,68387.36,3.84,O+,Yes,Yes,2024-08-18,43.3,Obese,1,None,Mediterranean,7.1,"Hypertension, Diabetes","Dust, Food",4,4,No,6,No,98324.25,641,2476.09,1103.21,401.06,15016.32,20137.58,29132.29,3895.64,No
541,Elsa,Herrera,elsa.herrera24@gmail.com,1973-11-07,Mexico,Single,Female,175,76,+52 445 2104 6269,Mexico,La Troje,Aguascalientes,20116,21.7795,-102.5374,Engineer,9150.0,USD,Part-time,Hilti,Medium (51-500),30,Very Satisfied,5,26,33,1996-07-17,Technical,Engineering,Technical Institute,1994.0,0.0,,A+,Yes,No,2025-10-29,24.8,Normal,11,Low,Omnivore,8.7,None,None,2,2,No,3,Not Married,118569.62,762,2543.77,1266.91,787.28,6789.59,21955.74,38806.64,4552.04,No
542,Fernanda,Gomez,fernanda.gomez45@gmail.com,1975-07-15,South Africa,Married,Female,178,114,+27 60 337 5811,South Africa,Pretoria,Pretoria,0062,-25.7069,28.2294,Chef,3832.0,USD,Full-time,Alinea Group,Medium (51-500),28,Satisfied,3,14,35,1998-07-17,No degree,,,,0.0,,O-,Yes,No,2026-04-23,36.0,Obese,5,Moderate,Mediterranean,6.8,Hypertension,Pollen,1,1,No,3,No,47344.33,736,1349.83,496.65,302.36,1274.74,9098.43,14816.51,1683.15,Yes
543,Paola,Matías,paola.matías40@yahoo.com,1984-08-07,Mexico,Married,Female,153,60,+52 966 6068 1537,Mexico,Circunvalación Norte,Aguascalientes,20020,21.8376,-102.321,Farmer,2754.0,USD,Full-time,Rijk Zwaan,Medium (51-500),19,Unsatisfied,3,58,33,2007-07-15,No degree,,,,0.0,,A+,Yes,No,2026-01-06,25.6,Overweight,6,None,Mediterranean,6.5,None,Pollen,3,3,No,5,Yes,69129.54,650,830.95,448.81,238.38,804.56,13984.28,15012.03,1235.86,No
544,Jarrett,Bradley,jarrett.bradley8@yahoo.com,1994-06-03,Turkey,Separated,Male,179,120,+90 555 901 4433,Turkey,Kesertaş,Adiyaman,02700,38.0161,38.9902,Teacher,3529.0,USD,Full-time,Open English,Small (1-50),8,Satisfied,5,93,29,2018-07-12,Bachelor,Education,UNAM,2016.0,21660.73,3.58,AB+,Yes,Yes,2025-02-07,37.5,Obese,4,Moderate,Omnivore,5.8,Hypertension,None,2,2,No,4,No,43545.28,611,941.58,535.61,337.22,2702.64,7158.05,12826.18,1714.6,Yes
545,Karine,Christian,karine.christian6@outlook.com,1969-07-14,Malaysia,Divorced,Female,178,93,+60 1884 567 654,Malaysia,Johor Bahru,Johor,80519,1.4582,103.7501,Doctor,10605.0,USD,Contract,UnitedHealth Group,Enterprise (5000+),23,Very Satisfied,4,17,32,2003-07-16,PhD,Medicine,University of Chicago,1998.0,24555.61,3.27,O-,Yes,No,2025-12-31,29.4,Overweight,3,None,Omnivore,7.6,None,None,1,1,No,2,Not Married,133140.01,764,3755.58,1816.82,543.27,4273.29,44234.59,105467.33,4489.33,Yes
546,Juan Sebastián,Ramos,juan sebastián.ramos17@outlook.com,1991-02-14,Malawi,Separated,Male,178,118,+265 923 42 87 27,Malawi,Chitekwele,Central Region,206107,-14.0196,33.6841,Teacher,3739.0,USD,Contract,Rosetta Stone,Medium (51-500),11,Unsatisfied,1,117,28,2015-07-13,Bachelor,Education,Stanford,2013.0,8402.86,3.63,AB-,No,No,2025-07-16,37.2,Obese,5,Low,Omnivore,6.4,"Hypertension, Diabetes",Pollen,0,0,No,2,Yes,77774.44,651,935.65,451.04,353.77,697.21,16840.76,38844.62,1998.54,No
547,Vernia,Conway,vernia.conway32@gmail.com,1990-05-02,Thailand,Widowed,Female,167,81,+66 83 724 781,Thailand,Uthai,Phra Nakhon Si Ayutthaya,13210,14.3667,100.6667,Chef,3342.0,USD,Full-time,Nobu Hospitality,Large (501-5000),17,Satisfied,3,55,32,2009-07-14,No degree,,,,0.0,,B-,Yes,No,2024-07-20,29.0,Overweight,5,Moderate,Vegetarian,7.7,None,None,3,3,No,4,Not Married,41688.6,688,1001.78,441.68,347.58,3841.72,15870.69,39748.46,1550.95,No
548,Parthenia,Colon,parthenia.colon87@gmail.com,1965-07-04,Ukraine,Married,Female,180,109,+380 83 286 6864,Ukraine,Лізки,Cherkaska,19063,49.2361,33.1875,Engineer,9114.0,USD,Full-time,Fluor Corporation,Large (501-5000),38,Satisfied,5,101,34,1988-07-19,Bachelor,Engineering,UNAM,1987.0,567.47,3.97,B+,Yes,No,2025-10-15,33.6,Obese,4,None,Omnivore,6.5,None,None,1,1,No,3,Yes,232518.24,811,2724.28,1235.88,572.27,1940.15,19805.82,57196.0,4581.57,No
549,Celestino,Fagundes,celestino.fagundes85@yahoo.com,1978-12-03,Brazil,Divorced,Male,161,74,+55 49 94458-4508,Brazil,Maravilha,Alagoas ,57520-000,-9.2231,-37.3794,Farmer,3326.0,USD,Full-time,Cargill,Enterprise (5000+),29,Satisfied,2,13,33,1997-07-17,No degree,,,,0.0,,A+,Yes,No,2025-08-28,28.5,Overweight,1,None,Mediterranean,7.3,None,Pollen,1,1,No,2,Not Married,39072.56,690,968.34,451.91,384.45,3011.0,9185.08,20516.74,1521.31,No
550,Bethel,Burt,bethel.burt74@gmail.com,1974-09-29,Ukraine,Divorced,Female,189,104,+380 83 775 1476,Ukraine,Черкаси,Cherkaska,18030,49.4285,32.0621,Artist,5270.0,USD,Freelance,Pixar Animation Studios,Large (501-5000),32,Satisfied,0,49,35,1994-07-18,High School,Arts,Local High School,1993.0,0.0,3.83,B+,No,No,2025-12-11,29.1,Overweight,4,Low,Omnivore,7.0,None,Food,1,1,No,2,Not Married,58248.61,724,1465.03,804.47,305.53,3901.07,28402.09,34771.67,2694.97,Yes
551,Toccara,Mcmillan,toccara.mcmillan33@outlook.com,1970-10-04,New Zealand,Single,Female,159,51,+64 25 331 778,New Zealand,Okupu,Auckland,0961,-36.2667,175.4333,Developer,7762.0,USD,Freelance,ServiceNow,Large (501-5000),28,Very Satisfied,3,17,35,1998-07-17,Master,Computer Science,University of Melbourne,1995.0,28999.12,3.47,AB-,No,No,2026-01-30,20.2,Normal,12,Low,Omnivore,7.2,None,None,1,1,No,2,Not Married,85776.14,767,2329.63,1242.94,915.43,5294.83,22536.45,33242.97,3273.99,Yes
552,Aidé,Soares,aidé.soares78@gmail.com,1997-05-16,Portugal,Married,Female,161,105,+351 933 221 426,Portugal,Lomba,Aveiro,3750-017,40.5408,-8.3031,Architect,4012.0,USD,Full-time,Snøhetta,Medium (51-500),2,Satisfied,2,79,15,2024-07-10,Master,Architecture,Cambridge,2021.0,25075.73,3.96,B+,Yes,No,2025-03-08,40.5,Obese,5,None,Omnivore,7.9,None,None,1,1,No,3,Yes,95234.47,598,1433.5,541.24,372.78,3805.4,18411.04,19296.19,1664.48,Yes
553,Lorenzo,Lozano,lorenzo.lozano50@gmail.com,1974-10-30,Algeria,Single,Male,183,107,+213 678 87 68 22,Algeria,Ksar El Hadj,Adrar,01012,28.696,0.3404,Engineer,8340.0,USD,Full-time,Fluor Corporation,Large (501-5000),30,Very Satisfied,3,39,33,1996-07-17,Technical,Engineering,Vocational School,1995.0,0.0,,O+,Yes,No,2026-05-18,32.0,Obese,4,High,Omnivore,6.2,Hypertension,Pollen,2,2,No,3,Not Married,90721.86,787,2085.38,1209.72,970.45,1022.81,21831.55,11003.94,4074.44,Yes
554,Napoleon,Delaney,napoleon.delaney38@outlook.com,1988-08-15,Singapore,Single,Male,172,69,+65 99909 6089,Singapore,Straits View,Straits View,018937,1.2771,103.8523,Architect,5871.0,USD,Full-time,Mecanoo,Medium (51-500),12,Satisfied,3,62,27,2014-07-13,Master,Architecture,Oxford,2013.0,21037.97,3.81,B+,Yes,Yes,2025-10-19,23.3,Normal,7,Low,Keto,7.1,None,Medication,0,0,No,1,Not Married,76084.03,586,1665.41,991.15,299.31,12205.32,11673.16,18980.03,2915.14,Yes
555,Zulma,Coffey,zulma.coffey84@outlook.com,2005-02-18,Sri Lanka,Married,Female,156,67,+94 78 419 710,Sri Lanka,Madawala Bazaar,Central Province,20260,7.2574,80.6715,Engineer,3015.0,USD,Full-time,Arup,Large (501-5000),1,Satisfied,5,90,16,2025-07-10,Technical,Engineering,Vocational School,2025.0,0.0,,O-,Yes,Yes,2024-12-21,27.5,Overweight,4,None,Omnivore,7.5,None,Pollen,0,0,No,2,Yes,71077.57,717,929.8,431.4,294.7,432.53,11742.62,16593.51,1359.1,No
556,Patria,Avila,patria.avila87@outlook.com,1967-05-13,Thailand,Divorced,Female,187,54,+66 84 529 870,Thailand,Wangthong Lang,Bangkok,10310,13.7833,100.5167,Developer,9744.0,USD,Full-time,ServiceNow,Large (501-5000),35,Very Satisfied,4,0,32,1991-07-19,Bachelor,Computer Science,Harvard,1989.0,16277.24,2.92,B+,Yes,No,2026-05-28,15.4,Underweight,9,High,Omnivore,8.6,None,Dust,1,1,No,2,Not Married,118739.56,722,2109.17,1317.02,491.15,5069.07,41060.28,40092.2,5826.66,No
557,Samuel,Robertson,samuel.robertson75@yahoo.com,1966-10-17,Russia,Married,Female,167,114,+7 950 552-74-76,Russia,Понежукай,Адыгея Республика,385230,44.8875,39.3864,Farmer,5248.0,USD,Contract,Bayer Crop Science,Enterprise (5000+),40,Satisfied,2,74,31,1986-07-20,No degree,,,,0.0,,A+,Yes,No,2026-01-09,40.9,Obese,5,None,Omnivore,7.2,"Diabetes, Arthritis",None,2,2,No,4,Yes,114508.66,840,1955.67,563.8,372.38,237.22,23955.47,19985.89,2356.14,Yes
558,Jose miguel,Munoz,jose miguel.munoz8@outlook.com,1987-07-05,South Africa,Separated,Male,151,112,+27 73 741 8304,South Africa,Pretoria West,Pretoria West,0070,-25.75,28.1667,Chef,3699.0,USD,Full-time,McDonald's,Enterprise (5000+),17,Satisfied,2,43,35,2009-07-14,No degree,,,,0.0,,AB+,No,No,2024-11-03,49.1,Obese,3,Low,Omnivore,7.3,None,None,0,0,No,2,Yes,92043.1,681,1243.11,607.16,188.5,889.53,11320.18,14699.22,1660.23,No
559,Williams,Ayers,williams.ayers88@outlook.com,1986-11-04,Sri Lanka,Widowed,Male,196,61,+94 70 893 250,Sri Lanka,Uduwa,Central Province,20052,7.3637,80.4845,Developer,5940.0,USD,Part-time,Slack Technologies,Medium (51-500),13,Satisfied,0,6,29,2013-07-13,Master,Computer Science,Cambridge,2011.0,32582.12,3.29,B-,Yes,No,2025-02-15,15.9,Underweight,12,High,Mediterranean,8.8,None,Food,0,0,No,1,Not Married,76396.3,668,1386.53,600.22,363.49,9269.17,22453.85,45786.22,3589.76,No
560,Virgínio,Tavares,virgínio.tavares30@yahoo.com,1977-11-24,Portugal,Single,Male,181,88,+351 935 643 239,Portugal,Vila Mendo,Aveiro,3750-019,40.5439,-8.3176,Engineer,6543.0,USD,Freelance,Stantec,Large (501-5000),23,Satisfied,0,85,34,2003-07-16,Bachelor,Engineering,Harvard,2000.0,24195.48,3.42,B-,Yes,No,2025-11-11,26.9,Overweight,5,Low,Omnivore,7.8,None,None,2,2,No,3,Not Married,78414.99,809,2501.0,789.61,378.4,693.39,22265.87,47077.6,2874.0,Yes
561,Francisco Javier,Rico,francisco javier.rico60@outlook.com,1987-07-12,Dominican Republic,Widowed,Male,193,107,+1 809 275 5173,Dominican Republic,La Cienaga,La Cienaga,10303,18.6167,-70.2333,Engineer,5865.0,USD,Part-time,Schneider Electric,Enterprise (5000+),15,Satisfied,1,22,29,2011-07-14,Bachelor,Engineering,UNAM,2010.0,12081.9,3.47,O+,Yes,Yes,2025-02-19,28.7,Overweight,3,None,Mediterranean,8.4,None,Food,3,3,No,4,Not Married,73483.91,718,1349.7,1018.28,559.09,3607.05,34107.76,73140.83,2937.92,No
